06/15/22 18:44:22;0,0;156308
06/15/22 18:44:24;0,0;156308
06/15/22 18:44:26;0,0;156308
06/15/22 18:44:28;104,1;182368
06/15/22 18:44:30;13,9;194600
06/15/22 18:44:32;0,0;195596
06/15/22 18:44:34;3,2;195792
06/15/22 18:44:36;8,1;197600
06/15/22 18:44:38;15,8;199836
06/15/22 18:44:40;8,4;200832
06/15/22 18:44:42;7,4;202112
06/15/22 18:44:44;9,9;203520
06/15/22 18:44:46;9,2;204108
06/15/22 18:44:48;5,8;204800
06/15/22 18:44:50;11,2;205772
06/15/22 18:44:52;5,5;205992
06/15/22 18:44:54;7,0;206764
06/15/22 18:44:56;6,1;207576
06/15/22 18:44:58;6,9;208452
06/15/22 18:45:00;10,1;205116
06/15/22 18:45:02;6,1;205880
06/15/22 18:45:04;7,8;206560
06/15/22 18:45:07;3,6;207404
06/15/22 18:45:09;2,6;207800
06/15/22 18:45:11;2,7;208604
06/15/22 18:45:13;10,3;209560
06/15/22 18:45:15;5,8;210292
06/15/22 18:45:17;5,4;210984
06/15/22 18:45:19;2,9;211512
06/15/22 18:45:21;7,4;212176
06/15/22 18:45:23;5,8;213108
06/15/22 18:45:25;1,3;213652
06/15/22 18:45:27;4,0;214288
06/15/22 18:45:29;4,8;215072
06/15/22 18:45:31;6,3;215564
06/15/22 18:45:33;9,2;216784
06/15/22 18:45:35;7,6;217520
06/15/22 18:45:37;11,9;218712
06/15/22 18:45:39;4,0;219364
06/15/22 18:45:41;1,3;219600
06/15/22 18:45:43;4,7;220336
06/15/22 18:45:45;65,8;225908
06/15/22 18:45:47;12,7;226404
06/15/22 18:45:49;0,0;226796
06/15/22 18:45:51;0,0;226796
06/15/22 18:45:53;0,0;226796
06/15/22 18:45:55;0,0;226796
06/15/22 18:45:57;0,0;226796
