06/10/22 18:42:34;0,0;438304
06/10/22 18:42:36;0,0;438304
06/10/22 18:42:38;0,0;438308
06/10/22 18:42:40;88,0;444892
06/10/22 18:42:42;72,9;448164
06/10/22 18:42:44;78,9;449912
06/10/22 18:42:46;91,8;457416
06/10/22 18:42:48;49,0;457308
06/10/22 18:42:50;37,0;459088
06/10/22 18:42:52;119,0;462296
06/10/22 18:42:54;38,7;464716
06/10/22 18:42:56;38,7;465564
06/10/22 18:42:58;36,9;466704
06/10/22 18:43:00;52,1;467492
06/10/22 18:43:02;26,3;468096
06/10/22 18:43:04;89,4;480760
06/10/22 18:43:06;48,0;473428
06/10/22 18:43:08;26,6;473804
06/10/22 18:43:10;20,4;474844
06/10/22 18:43:12;26,9;475328
06/10/22 18:43:14;26,5;474988
06/10/22 18:43:16;29,5;475916
06/10/22 18:43:18;29,5;476064
06/10/22 18:43:20;44,8;481356
06/10/22 18:43:22;61,0;477080
06/10/22 18:43:24;17,8;478368
06/10/22 18:43:26;71,5;483112
06/10/22 18:43:28;28,4;478884
06/10/22 18:43:30;31,9;478948
06/10/22 18:43:32;45,6;479444
06/10/22 18:43:34;20,6;479704
06/10/22 18:43:36;33,7;486776
06/10/22 18:43:38;24,2;487144
06/10/22 18:43:40;19,1;487392
06/10/22 18:43:42;51,0;490752
06/10/22 18:43:44;17,3;488252
06/10/22 18:43:46;21,3;488936
06/10/22 18:43:48;4,0;489320
06/10/22 18:43:51;21,5;490544
06/10/22 18:43:53;48,0;489884
06/10/22 18:43:55;55,3;490872
06/10/22 18:43:57;21,8;491188
06/10/22 18:43:59;23,6;491104
06/10/22 18:44:01;47,2;507840
06/10/22 18:44:03;11,2;502700
06/10/22 18:44:05;26,4;503508
06/10/22 18:44:07;18,9;503808
06/10/22 18:44:09;17,5;504240
06/10/22 18:44:11;15,6;505052
06/10/22 18:44:13;13,8;505212
06/10/22 18:44:15;34,5;505156
06/10/22 18:44:17;71,2;505736
06/10/22 18:44:19;25,6;506160
06/10/22 18:44:21;64,9;502020
06/10/22 18:44:23;24,1;499180
06/10/22 18:44:25;101,3;482980
06/10/22 18:44:27;109,6;450112
06/10/22 18:44:29;12,9;441676
06/10/22 18:44:31;10,5;437396
06/10/22 18:44:33;30,5;440916
06/10/22 18:44:35;10,0;440700
06/10/22 18:44:37;13,4;449620
06/10/22 18:44:39;64,7;447964
06/10/22 18:44:41;19,5;448040
06/10/22 18:44:43;15,9;448300
06/10/22 18:44:45;16,5;448736
06/10/22 18:44:47;11,1;449040
06/10/22 18:44:49;1,1;449344
06/10/22 18:44:51;0,0;449536
06/10/22 18:44:53;6,6;451860
06/10/22 18:44:55;0,5;452168
06/10/22 18:44:57;8,2;452636
06/10/22 18:44:59;13,8;453348
06/10/22 18:45:01;20,5;453640
06/10/22 18:45:03;20,6;453740
06/10/22 18:45:05;9,1;453264
06/10/22 18:45:07;26,0;453176
06/10/22 18:45:09;18,7;453512
06/10/22 18:45:11;12,7;453564
06/10/22 18:45:13;18,1;457564
06/10/22 18:45:15;7,4;457572
06/10/22 18:45:17;7,9;457624
06/10/22 18:45:19;16,4;457564
06/10/22 18:45:21;14,9;457664
06/10/22 18:45:23;11,0;454960
06/10/22 18:45:25;20,1;458444
06/10/22 18:45:27;6,3;458476
06/10/22 18:45:29;17,9;458484
06/10/22 18:45:31;16,5;458496
06/10/22 18:45:33;20,9;458688
06/10/22 18:45:36;17,4;458692
06/10/22 18:45:38;5,1;458692
06/10/22 18:45:40;19,3;458712
06/10/22 18:45:42;23,6;458712
06/10/22 18:45:44;16,9;458712
06/10/22 18:45:46;14,6;458712
06/10/22 18:45:48;23,8;458712
06/10/22 18:45:50;15,6;458712
06/10/22 18:45:52;10,6;458720
06/10/22 18:45:54;18,4;458720
06/10/22 18:45:56;17,0;458764
06/10/22 18:45:58;11,7;459328
06/10/22 18:46:00;21,3;459328
06/10/22 18:46:02;2,6;459396
06/10/22 18:46:04;16,1;459404
06/10/22 18:46:06;11,3;459052
06/10/22 18:46:08;15,1;459060
06/10/22 18:46:10;18,5;459072
06/10/22 18:46:12;20,1;459260
06/10/22 18:46:14;14,0;458964
06/10/22 18:46:16;24,3;458988
06/10/22 18:46:18;17,1;458832
06/10/22 18:46:20;9,3;458832
06/10/22 18:46:22;20,8;458832
06/10/22 18:46:24;10,5;458540
06/10/22 18:46:26;18,5;458544
06/10/22 18:46:28;2,2;458380
06/10/22 18:46:30;11,4;458380
06/10/22 18:46:32;23,2;458380
06/10/22 18:46:34;23,1;458376
06/10/22 18:46:36;36,3;459212
06/10/22 18:46:38;13,3;459140
