06/10/22 15:36:43;0,0;34036
06/10/22 15:36:45;0,0;34036
06/10/22 15:36:47;0,0;34036
06/10/22 15:36:49;0,0;34036
06/10/22 15:36:51;0,0;34036
06/10/22 15:36:53;4,0;41220
06/10/22 15:36:55;5,9;49104
06/10/22 15:36:57;11,0;55240
06/10/22 15:36:59;10,1;62020
06/10/22 15:37:01;5,9;68708
06/10/22 15:37:03;21,1;80728
06/10/22 15:37:05;14,4;97036
06/10/22 15:37:07;18,5;118880
06/10/22 15:37:09;34,5;144120
06/10/22 15:37:11;13,3;162228
06/10/22 15:37:13;11,1;176784
06/10/22 15:37:15;30,5;205456
06/10/22 15:37:17;8,6;228280
06/10/22 15:37:19;18,4;257796
06/10/22 15:37:21;22,3;279152
06/10/22 15:37:23;23,3;283452
06/10/22 15:37:25;10,6;286304
06/10/22 15:37:27;11,8;289932
06/10/22 15:37:30;3,1;292720
06/10/22 15:37:32;33,2;298328
06/10/22 15:37:34;30,1;303556
06/10/22 15:37:36;11,3;311136
06/10/22 15:37:38;16,4;311620
06/10/22 15:37:40;25,3;312264
06/10/22 15:37:42;29,4;314608
06/10/22 15:37:44;15,4;315572
06/10/22 15:37:46;31,7;324324
06/10/22 15:37:48;36,8;324892
06/10/22 15:37:50;13,0;325276
06/10/22 15:37:52;10,8;325396
06/10/22 15:37:54;24,4;333572
06/10/22 15:37:56;13,1;333896
06/10/22 15:37:58;24,7;333984
06/10/22 15:38:00;31,2;334320
06/10/22 15:38:02;23,4;343076
06/10/22 15:38:04;28,0;343220
06/10/22 15:38:06;28,1;343372
06/10/22 15:38:08;31,2;353408
06/10/22 15:38:10;33,7;353512
06/10/22 15:38:12;28,2;361984
06/10/22 15:38:14;6,5;362040
06/10/22 15:38:16;33,9;362148
06/10/22 15:38:18;47,5;372688
06/10/22 15:38:20;29,2;372752
06/10/22 15:38:22;8,2;386980
06/10/22 15:38:24;12,1;387012
06/10/22 15:38:26;7,5;387056
06/10/22 15:38:28;37,6;387248
06/10/22 15:38:30;29,1;387328
06/10/22 15:38:32;27,9;400868
06/10/22 15:38:34;40,8;400968
06/10/22 15:38:36;40,4;416608
06/10/22 15:38:38;23,4;416700
06/10/22 15:38:40;24,9;431688
06/10/22 15:38:42;20,5;431792
06/10/22 15:38:44;28,2;431844
06/10/22 15:38:46;38,9;452024
06/10/22 15:38:48;10,0;453376
06/10/22 15:38:50;36,1;468136
06/10/22 15:38:52;31,6;480204
06/10/22 15:38:54;25,0;489464
06/10/22 15:38:56;25,9;501848
06/10/22 15:38:58;48,9;514568
06/10/22 15:39:00;42,8;533276
06/10/22 15:39:02;50,3;557364
06/10/22 15:39:04;50,8;350928
06/10/22 15:39:06;53,2;361616
06/10/22 15:39:08;22,9;376964
06/10/22 15:39:10;24,8;388756
06/10/22 15:39:12;0,0;385776
06/10/22 15:39:15;7,3;386632
06/10/22 15:39:17;38,0;391996
06/10/22 15:39:19;25,9;396184
06/10/22 15:39:21;17,4;407056
06/10/22 15:39:23;36,5;423384
06/10/22 15:39:25;31,4;440392
06/10/22 15:39:27;55,6;462912
06/10/22 15:39:29;17,3;472956
06/10/22 15:39:31;7,6;481616
06/10/22 15:39:33;2,1;495752
06/10/22 15:39:35;0,0;495752
06/10/22 15:39:37;24,4;498544
06/10/22 15:39:39;49,6;523368
06/10/22 15:39:41;44,1;557180
06/10/22 15:39:43;41,3;580396
06/10/22 15:39:45;13,9;366508
06/10/22 15:39:47;40,3;373228
06/10/22 15:39:49;23,8;401836
06/10/22 15:39:51;59,1;430744
06/10/22 15:39:53;41,2;449580
06/10/22 15:39:55;21,1;468680
06/10/22 15:39:57;41,4;499708
06/10/22 15:39:59;41,6;515688
06/10/22 15:40:01;37,3;530288
06/10/22 15:40:03;53,1;353752
06/10/22 15:40:05;58,9;358468
06/10/22 15:40:07;36,2;386524
06/10/22 15:40:09;6,8;404788
06/10/22 15:40:11;38,9;422612
06/10/22 15:40:13;46,7;448224
06/10/22 15:40:15;40,2;495936
06/10/22 15:40:17;34,6;523988
06/10/22 15:40:19;32,7;542604
06/10/22 15:40:21;18,4;572964
06/10/22 15:40:23;33,0;363908
06/10/22 15:40:25;44,3;370020
06/10/22 15:40:27;45,4;410444
06/10/22 15:40:29;40,9;435808
06/10/22 15:40:31;47,8;475720
06/10/22 15:40:33;13,4;502308
